timestamp,station_id,station_name,latitude,longitude,temperature_c,relative_humidity_pct,pressure_hpa,wind_speed_kmh,rainfall_mm,ground_truth_label,fault_description
2026-09-01 00:00:00,AWS_CHN_01,Guindy,13.0067,80.2021,23.26,100.0,1012.18,8.99,0.0,NORMAL,None
2026-09-01 00:00:00,AWS_CHN_02,Tambaram,12.9249,80.1,22.71,100.0,1011.78,8.62,0.0,NORMAL,None
2026-09-01 00:00:00,AWS_CHN_03,Adyar,13.0012,80.2565,23.05,100.0,1011.75,8.59,0.0,NORMAL,None
2026-09-01 01:00:00,AWS_CHN_01,Guindy,13.0067,80.2021,22.39,100.0,1011.25,6.04,0.0,NORMAL,None
2026-09-01 01:00:00,AWS_CHN_02,Tambaram,12.9249,80.1,21.49,100.0,1010.93,6.58,0.0,NORMAL,None
2026-09-01 01:00:00,AWS_CHN_03,Adyar,13.0012,80.2565,21.68,100.0,1011.08,7.02,0.0,NORMAL,None
2026-09-01 02:00:00,AWS_CHN_01,Guindy,13.0067,80.2021,22.34,100.0,1011.21,5.98,0.0,NORMAL,None
2026-09-01 02:00:00,AWS_CHN_02,Tambaram,12.9249,80.1,21.94,100.0,1011.14,5.84,0.0,NORMAL,None
2026-09-01 02:00:00,AWS_CHN_03,Adyar,13.0012,80.2565,21.7,100.0,1011.2,6.24,0.0,NORMAL,None
2026-09-01 03:00:00,AWS_CHN_01,Guindy,13.0067,80.2021,22.51,100.0,1010.82,6.22,0.0,NORMAL,None
2026-09-01 03:00:00,AWS_CHN_02,Tambaram,12.9249,80.1,21.97,100.0,1010.55,6.24,0.0,NORMAL,None
2026-09-01 03:00:00,AWS_CHN_03,Adyar,13.0012,80.2565,22.25,100.0,1010.5,5.58,0.0,NORMAL,None
2026-09-01 04:00:00,AWS_CHN_01,Guindy,13.0067,80.2021,23.5,100.0,1010.11,6.96,0.0,NORMAL,None
2026-09-01 04:00:00,AWS_CHN_02,Tambaram,12.9249,80.1,22.92,100.0,1009.62,6.75,0.0,NORMAL,None
2026-09-01 04:00:00,AWS_CHN_03,Adyar,13.0012,80.2565,23.15,100.0,1009.99,5.91,0.0,NORMAL,None
2026-09-01 05:00:00,AWS_CHN_01,Guindy,13.0067,80.2021,23.81,100.0,1010.12,5.98,0.0,NORMAL,None
2026-09-01 05:00:00,AWS_CHN_02,Tambaram,12.9249,80.1,23.36,100.0,1009.84,6.17,0.0,NORMAL,None
2026-09-01 05:00:00,AWS_CHN_03,Adyar,13.0012,80.2565,23.53,100.0,1009.89,5.44,0.0,NORMAL,None
2026-09-01 06:00:00,AWS_CHN_01,Guindy,13.0067,80.2021,25.14,96.55,1009.07,6.18,0.0,NORMAL,None
2026-09-01 06:00:00,AWS_CHN_02,Tambaram,12.9249,80.1,24.89,99.46,1009.09,6.47,0.0,NORMAL,None
2026-09-01 06:00:00,AWS_CHN_03,Adyar,13.0012,80.2565,25.17,97.72,1008.81,6.41,0.0,NORMAL,None
2026-09-01 07:00:00,AWS_CHN_01,Guindy,13.0067,80.2021,26.76,92.35,1008.74,7.55,0.0,NORMAL,None
2026-09-01 07:00:00,AWS_CHN_02,Tambaram,12.9249,80.1,26.43,94.98,1008.57,6.9,0.0,NORMAL,None
2026-09-01 07:00:00,AWS_CHN_03,Adyar,13.0012,80.2565,26.59,95.03,1008.43,7.15,0.0,NORMAL,None
2026-09-01 08:00:00,AWS_CHN_01,Guindy,13.0067,80.2021,28.13,83.73,1007.81,8.5,0.0,NORMAL,None
2026-09-01 08:00:00,AWS_CHN_02,Tambaram,12.9249,80.1,27.68,85.84,1007.78,7.67,0.0,NORMAL,None
2026-09-01 08:00:00,AWS_CHN_03,Adyar,13.0012,80.2565,28.09,85.15,1007.64,8.09,0.0,NORMAL,None
2026-09-01 09:00:00,AWS_CHN_01,Guindy,13.0067,80.2021,30.06,78.46,1007.82,8.41,0.0,NORMAL,None
2026-09-01 09:00:00,AWS_CHN_02,Tambaram,12.9249,80.1,29.32,80.93,1007.63,8.09,0.0,NORMAL,None
2026-09-01 09:00:00,AWS_CHN_03,Adyar,13.0012,80.2565,30.03,79.55,1007.58,8.5,0.0,NORMAL,None
2026-09-01 10:00:00,AWS_CHN_01,Guindy,13.0067,80.2021,31.1,72.49,1008.53,10.16,0.0,NORMAL,None
2026-09-01 10:00:00,AWS_CHN_02,Tambaram,12.9249,80.1,30.36,74.41,1008.16,9.34,0.0,NORMAL,None
2026-09-01 10:00:00,AWS_CHN_03,Adyar,13.0012,80.2565,30.59,73.46,1008.38,9.84,0.0,NORMAL,None
2026-09-01 11:00:00,AWS_CHN_01,Guindy,13.0067,80.2021,32.67,67.35,1007.98,12.54,0.0,NORMAL,None
2026-09-01 11:00:00,AWS_CHN_02,Tambaram,12.9249,80.1,32.0,70.63,1007.94,12.37,0.0,NORMAL,None
2026-09-01 11:00:00,AWS_CHN_03,Adyar,13.0012,80.2565,32.08,68.02,1007.94,12.65,0.0,NORMAL,None
2026-09-01 12:00:00,AWS_CHN_01,Guindy,13.0067,80.2021,33.41,61.18,1008.43,11.85,0.0,NORMAL,None
2026-09-01 12:00:00,AWS_CHN_02,Tambaram,12.9249,80.1,33.15,63.88,1008.33,12.51,0.0,NORMAL,None
2026-09-01 12:00:00,AWS_CHN_03,Adyar,13.0012,80.2565,33.01,61.63,1008.37,12.35,0.0,NORMAL,None
2026-09-01 13:00:00,AWS_CHN_01,Guindy,13.0067,80.2021,34.49,64.03,1008.83,13.62,0.0,NORMAL,None
2026-09-01 13:00:00,AWS_CHN_02,Tambaram,12.9249,80.1,33.65,66.09,1008.61,13.42,0.0,NORMAL,None
2026-09-01 13:00:00,AWS_CHN_03,Adyar,13.0012,80.2565,34.46,63.77,1008.83,12.91,0.0,NORMAL,None
2026-09-01 14:00:00,AWS_CHN_01,Guindy,13.0067,80.2021,33.97,60.43,1009.05,12.99,0.0,NORMAL,None
2026-09-01 14:00:00,AWS_CHN_02,Tambaram,12.9249,80.1,33.62,62.26,1009.13,13.12,0.0,NORMAL,None
2026-09-01 14:00:00,AWS_CHN_03,Adyar,13.0012,80.2565,33.41,61.18,1008.95,13.18,0.0,NORMAL,None
2026-09-01 15:00:00,AWS_CHN_01,Guindy,13.0067,80.2021,33.54,59.57,1009.69,14.1,0.0,NORMAL,None
2026-09-01 15:00:00,AWS_CHN_02,Tambaram,12.9249,80.1,33.63,62.44,1009.41,14.57,0.0,NORMAL,None
2026-09-01 15:00:00,AWS_CHN_03,Adyar,13.0012,80.2565,33.9,61.25,1009.48,14.15,0.0,NORMAL,None
2026-09-01 16:00:00,AWS_CHN_01,Guindy,13.0067,80.2021,33.82,61.61,1009.91,14.08,0.0,NORMAL,None
2026-09-01 16:00:00,AWS_CHN_02,Tambaram,12.9249,80.1,33.45,63.52,1010.2,13.96,0.0,NORMAL,None
2026-09-01 16:00:00,AWS_CHN_03,Adyar,13.0012,80.2565,33.61,62.71,1010.28,13.96,0.0,NORMAL,None
2026-09-01 17:00:00,AWS_CHN_01,Guindy,13.0067,80.2021,33.05,66.03,1010.33,13.98,0.0,NORMAL,None
2026-09-01 17:00:00,AWS_CHN_02,Tambaram,12.9249,80.1,32.53,69.16,1010.28,13.72,0.0,NORMAL,None
2026-09-01 17:00:00,AWS_CHN_03,Adyar,13.0012,80.2565,33.13,66.36,1010.21,14.27,0.0,NORMAL,None
2026-09-01 18:00:00,AWS_CHN_01,Guindy,13.0067,80.2021,31.29,71.3,1011.07,13.01,0.0,NORMAL,None
2026-09-01 18:00:00,AWS_CHN_02,Tambaram,12.9249,80.1,31.09,73.53,1010.92,13.41,0.0,NORMAL,None
2026-09-01 18:00:00,AWS_CHN_03,Adyar,13.0012,80.2565,30.95,71.6,1011.01,13.4,0.0,NORMAL,None
2026-09-01 19:00:00,AWS_CHN_01,Guindy,13.0067,80.2021,29.95,77.55,1011.88,12.86,0.0,NORMAL,None
2026-09-01 19:00:00,AWS_CHN_02,Tambaram,12.9249,80.1,29.51,80.55,1011.83,12.54,0.0,NORMAL,None
2026-09-01 19:00:00,AWS_CHN_03,Adyar,13.0012,80.2565,29.68,78.49,1011.83,12.49,0.0,NORMAL,None
2026-09-01 20:00:00,AWS_CHN_01,Guindy,13.0067,80.2021,28.14,83.99,1011.7,13.28,0.0,NORMAL,None
2026-09-01 20:00:00,AWS_CHN_02,Tambaram,12.9249,80.1,27.96,87.41,1011.39,12.78,0.0,NORMAL,None
2026-09-01 20:00:00,AWS_CHN_03,Adyar,13.0012,80.2565,28.05,85.26,1011.58,13.0,0.0,NORMAL,None
2026-09-01 21:00:00,AWS_CHN_01,Guindy,13.0067,80.2021,26.25,90.27,1012.18,10.6,0.0,NORMAL,None
2026-09-01 21:00:00,AWS_CHN_02,Tambaram,12.9249,80.1,25.82,92.77,1011.81,10.33,0.0,NORMAL,None
2026-09-01 21:00:00,AWS_CHN_03,Adyar,13.0012,80.2565,25.97,91.04,1012.09,11.2,0.0,NORMAL,None
2026-09-01 22:00:00,AWS_CHN_01,Guindy,13.0067,80.2021,25.64,96.2,1012.13,9.25,0.0,NORMAL,None
2026-09-01 22:00:00,AWS_CHN_02,Tambaram,12.9249,80.1,25.25,99.61,1011.88,9.62,0.0,NORMAL,None
2026-09-01 22:00:00,AWS_CHN_03,Adyar,13.0012,80.2565,25.48,97.14,1012.02,9.5,0.0,NORMAL,None
2026-09-01 23:00:00,AWS_CHN_01,Guindy,13.0067,80.2021,24.39,100.0,1012.25,8.98,0.0,NORMAL,None
2026-09-01 23:00:00,AWS_CHN_02,Tambaram,12.9249,80.1,23.77,100.0,1012.06,8.97,0.0,NORMAL,None
2026-09-01 23:00:00,AWS_CHN_03,Adyar,13.0012,80.2565,23.63,100.0,1011.73,9.06,0.0,NORMAL,None
2026-09-02 00:00:00,AWS_CHN_01,Guindy,13.0067,80.2021,22.99,100.0,1011.84,9.09,0.0,NORMAL,None
2026-09-02 00:00:00,AWS_CHN_02,Tambaram,12.9249,80.1,22.04,100.0,1011.85,8.8,0.0,NORMAL,None
2026-09-02 00:00:00,AWS_CHN_03,Adyar,13.0012,80.2565,22.16,100.0,1011.82,9.31,0.0,NORMAL,None
2026-09-02 01:00:00,AWS_CHN_01,Guindy,13.0067,80.2021,21.78,100.0,1011.41,7.15,0.0,NORMAL,None
2026-09-02 01:00:00,AWS_CHN_02,Tambaram,12.9249,80.1,21.39,100.0,1011.39,6.86,0.0,NORMAL,None
2026-09-02 01:00:00,AWS_CHN_03,Adyar,13.0012,80.2565,21.26,100.0,1011.45,6.97,0.0,NORMAL,None
2026-09-02 02:00:00,AWS_CHN_01,Guindy,13.0067,80.2021,23.33,100.0,1011.43,6.86,0.0,NORMAL,None
2026-09-02 02:00:00,AWS_CHN_02,Tambaram,12.9249,80.1,22.55,100.0,1011.16,6.78,0.0,NORMAL,None
2026-09-02 02:00:00,AWS_CHN_03,Adyar,13.0012,80.2565,22.83,100.0,1011.24,5.96,0.0,NORMAL,None
2026-09-02 03:00:00,AWS_CHN_01,Guindy,13.0067,80.2021,22.72,100.0,1010.9,6.16,0.0,NORMAL,None
2026-09-02 03:00:00,AWS_CHN_02,Tambaram,12.9249,80.1,21.97,100.0,1010.66,6.15,0.0,NORMAL,None
2026-09-02 03:00:00,AWS_CHN_03,Adyar,13.0012,80.2565,21.84,100.0,1011.01,5.89,0.0,NORMAL,None
2026-09-02 04:00:00,AWS_CHN_01,Guindy,13.0067,80.2021,22.7,100.0,1010.03,6.24,0.0,NORMAL,None
2026-09-02 04:00:00,AWS_CHN_02,Tambaram,12.9249,80.1,22.38,100.0,1009.83,6.12,0.0,NORMAL,None
2026-09-02 04:00:00,AWS_CHN_03,Adyar,13.0012,80.2565,22.99,100.0,1009.91,6.54,0.0,NORMAL,None
2026-09-02 05:00:00,AWS_CHN_01,Guindy,13.0067,80.2021,23.91,100.0,1009.74,5.82,0.0,NORMAL,None
2026-09-02 05:00:00,AWS_CHN_02,Tambaram,12.9249,80.1,23.21,100.0,1009.73,6.44,0.0,NORMAL,None
2026-09-02 05:00:00,AWS_CHN_03,Adyar,13.0012,80.2565,23.83,100.0,1009.97,6.85,0.0,NORMAL,None
2026-09-02 06:00:00,AWS_CHN_01,Guindy,13.0067,80.2021,25.1,94.83,1008.55,6.31,0.0,NORMAL,None
2026-09-02 06:00:00,AWS_CHN_02,Tambaram,12.9249,80.1,25.09,98.49,1008.42,7.08,0.0,NORMAL,None
2026-09-02 06:00:00,AWS_CHN_03,Adyar,13.0012,80.2565,24.96,96.11,1008.67,6.8,0.0,NORMAL,None
2026-09-02 07:00:00,AWS_CHN_01,Guindy,13.0067,80.2021,26.52,91.23,1008.28,6.65,0.0,NORMAL,None
2026-09-02 07:00:00,AWS_CHN_02,Tambaram,12.9249,80.1,25.7,92.54,1008.16,6.22,0.0,NORMAL,None
2026-09-02 07:00:00,AWS_CHN_03,Adyar,13.0012,80.2565,26.04,90.86,1008.35,6.47,0.0,NORMAL,None
2026-09-02 08:00:00,AWS_CHN_01,Guindy,13.0067,80.2021,28.3,82.6,1008.2,8.6,0.0,NORMAL,None
2026-09-02 08:00:00,AWS_CHN_02,Tambaram,12.9249,80.1,27.37,85.86,1007.93,8.55,0.0,NORMAL,None
2026-09-02 08:00:00,AWS_CHN_03,Adyar,13.0012,80.2565,27.75,83.19,1007.93,8.39,0.0,NORMAL,None
2026-09-02 09:00:00,AWS_CHN_01,Guindy,13.0067,80.2021,29.94,76.02,1008.29,8.15,0.0,NORMAL,None
2026-09-02 09:00:00,AWS_CHN_02,Tambaram,12.9249,80.1,29.28,78.93,1008.26,7.96,0.0,NORMAL,None
2026-09-02 09:00:00,AWS_CHN_03,Adyar,13.0012,80.2565,29.82,77.06,1008.31,8.57,0.0,NORMAL,None
